COUNTRY,DATATYPE,PRODUCT,FLOW,TIME,VALUE
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,Y2D2022,3043.254
OECDAM,IMPORTS,TOTPRODS,TOTOPEC,Y2D2023,3609.865
OECDAM,IMPORTS,TOTPRODS,TOTOECD,2021,114833.093
OECDAM,IMPORTS,TOTPRODS,TOTOECD,2022,115973.221
OECDAM,IMPORTS,TOTPRODS,TOTOECD,2Q2023,27839.609
OECDAM,IMPORTS,TOTPRODS,TOTOECD,AUG2022,10757.456
OECDAM,IMPORTS,TOTPRODS,TOTOECD,AUG2023,9668.588
OECDAM,IMPORTS,TOTPRODS,TOTOECD,Y2D2022,78701.30900000001
OECDAM,IMPORTS,TOTPRODS,TOTOECD,Y2D2023,73762.337
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,2021,8153.019
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,2021,51.3
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,2021,0.073
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,2021,446.756
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,2021,32520.524999999998
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,2021,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,2021,171.177
OECDEUR,IMPORTS,TOTPRODS,CHINA,2021,880.11
OECDEUR,IMPORTS,TOTPRODS,CONGO,2021,105.20400000000001
OECDEUR,IMPORTS,TOTPRODS,DENMARK,2021,3925.982
OECDEUR,IMPORTS,TOTPRODS,EGYPT,2021,2661.113
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,2021,8.521
OECDEUR,IMPORTS,TOTPRODS,FRANCE,2021,6682.433
OECDEUR,IMPORTS,TOTPRODS,GABON,2021,229.901
OECDEUR,IMPORTS,TOTPRODS,GERMANY,2021,23521.559
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,2021,104.733
OECDEUR,IMPORTS,TOTPRODS,IRAN,2021,0.041
OECDEUR,IMPORTS,TOTPRODS,IRAQ,2021,1.575
OECDEUR,IMPORTS,TOTPRODS,IRELAND,2021,930.2860000000001
OECDEUR,IMPORTS,TOTPRODS,ITALY,2021,10079.661
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,2021,2680.657
OECDEUR,IMPORTS,TOTPRODS,LIBYA,2021,867.5840000000001
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,2021,1462.556
OECDEUR,IMPORTS,TOTPRODS,MEXICO,2021,522.287
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,2021,44276.554
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,2021,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,2021,260.86
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,2021,11660.663
OECDEUR,IMPORTS,TOTPRODS,NORWAY,2021,9645.412
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,2021,942.5749999999999
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,2021,6863.130000000001
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,2021,3468.958
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,2021,976.567
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,2021,2254.456
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,2021,58196.681
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,2021,34298.218
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,2021,8410.131
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,2021,1656.131
OECDEUR,IMPORTS,TOTPRODS,SPAIN,2021,9548.183
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,2021,11889.742
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,2021,338723.39
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,2021,29.0
OECDEUR,IMPORTS,TOTPRODS,TURKEY,2021,1469.8129999999999
OECDEUR,IMPORTS,TOTPRODS,UAE,2021,7256.384
OECDEUR,IMPORTS,TOTPRODS,UK,2021,10026.637
OECDEUR,IMPORTS,TOTPRODS,USA,2021,19528.344
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,2021,57.898
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,2022,7228.961
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,2022,74.24
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,2022,1.077
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,2022,545.692
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,2022,38368.459
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,2022,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,2022,412.873
OECDEUR,IMPORTS,TOTPRODS,CHINA,2022,2936.358
OECDEUR,IMPORTS,TOTPRODS,CONGO,2022,10.981
OECDEUR,IMPORTS,TOTPRODS,DENMARK,2022,4045.776
OECDEUR,IMPORTS,TOTPRODS,EGYPT,2022,2476.142
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,2022,70.32900000000001
OECDEUR,IMPORTS,TOTPRODS,FRANCE,2022,8645.735
OECDEUR,IMPORTS,TOTPRODS,GABON,2022,224.477
OECDEUR,IMPORTS,TOTPRODS,GERMANY,2022,31343.417
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,2022,163.882
OECDEUR,IMPORTS,TOTPRODS,IRAN,2022,0.013
OECDEUR,IMPORTS,TOTPRODS,IRAQ,2022,0.0
OECDEUR,IMPORTS,TOTPRODS,IRELAND,2022,627.5939999999999
OECDEUR,IMPORTS,TOTPRODS,ITALY,2022,11465.275
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,2022,4764.639
OECDEUR,IMPORTS,TOTPRODS,LIBYA,2022,951.88
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,2022,1365.5140000000001
OECDEUR,IMPORTS,TOTPRODS,MEXICO,2022,196.136
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,2022,46281.856999999996
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,2022,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,2022,411.492
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,2022,10427.373
OECDEUR,IMPORTS,TOTPRODS,NORWAY,2022,6488.308
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,2022,709.378
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,2022,9315.475
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,2022,5222.638
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,2022,561.647
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,2022,2529.2200000000003
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,2022,42102.066000000006
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,2022,32632.519
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,2022,10937.986
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,2022,2680.711
OECDEUR,IMPORTS,TOTPRODS,SPAIN,2022,9972.558
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,2022,12914.368
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,2022,350121.581
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,2022,89.271
OECDEUR,IMPORTS,TOTPRODS,TURKEY,2022,2140.88
OECDEUR,IMPORTS,TOTPRODS,UAE,2022,6847.171
OECDEUR,IMPORTS,TOTPRODS,UK,2022,8436.246
OECDEUR,IMPORTS,TOTPRODS,USA,2022,23138.165
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,2022,362.802
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,2Q2023,1881.443
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,2Q2023,7.3
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,2Q2023,0.143
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,2Q2023,36.028999999999996
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,2Q2023,10421.568
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,2Q2023,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,2Q2023,89.18
OECDEUR,IMPORTS,TOTPRODS,CHINA,2Q2023,600.901
OECDEUR,IMPORTS,TOTPRODS,CONGO,2Q2023,20.567
OECDEUR,IMPORTS,TOTPRODS,DENMARK,2Q2023,1164.318
OECDEUR,IMPORTS,TOTPRODS,EGYPT,2Q2023,336.032
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,2Q2023,20.0
OECDEUR,IMPORTS,TOTPRODS,FRANCE,2Q2023,2358.058
OECDEUR,IMPORTS,TOTPRODS,GABON,2Q2023,30.192
OECDEUR,IMPORTS,TOTPRODS,GERMANY,2Q2023,6968.098
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,2Q2023,47.087
OECDEUR,IMPORTS,TOTPRODS,IRAN,2Q2023,0.0
OECDEUR,IMPORTS,TOTPRODS,IRAQ,2Q2023,87.0
OECDEUR,IMPORTS,TOTPRODS,IRELAND,2Q2023,206.784
OECDEUR,IMPORTS,TOTPRODS,ITALY,2Q2023,2433.648
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,2Q2023,1924.1399999999999
OECDEUR,IMPORTS,TOTPRODS,LIBYA,2Q2023,290.108
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,2Q2023,332.709
OECDEUR,IMPORTS,TOTPRODS,MEXICO,2Q2023,0.0
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,2Q2023,13664.012
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,2Q2023,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,2Q2023,47.134
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,2Q2023,368.394
OECDEUR,IMPORTS,TOTPRODS,NORWAY,2Q2023,1565.797
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,2Q2023,115.766
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,2Q2023,3197.2749999999996
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,2Q2023,1015.168
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,2Q2023,199.69099999999997
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,2Q2023,737.454
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,2Q2023,5482.360000000001
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,2Q2023,9061.735
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,2Q2023,3233.095
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,2Q2023,425.593
OECDEUR,IMPORTS,TOTPRODS,SPAIN,2Q2023,2307.984
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,2Q2023,2787.161
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,2Q2023,88891.58899999999
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,2Q2023,1.0
OECDEUR,IMPORTS,TOTPRODS,TURKEY,2Q2023,929.271
OECDEUR,IMPORTS,TOTPRODS,UAE,2Q2023,2933.072
OECDEUR,IMPORTS,TOTPRODS,UK,2Q2023,4014.309
OECDEUR,IMPORTS,TOTPRODS,USA,2Q2023,7494.594
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,2Q2023,55.419
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,AUG2022,600.848
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,AUG2022,1.002
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,AUG2022,10.237
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,AUG2022,2763.153
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,AUG2022,109.984
OECDEUR,IMPORTS,TOTPRODS,CHINA,AUG2022,153.766
OECDEUR,IMPORTS,TOTPRODS,CONGO,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,DENMARK,AUG2022,480.266
OECDEUR,IMPORTS,TOTPRODS,EGYPT,AUG2022,145.131
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,FRANCE,AUG2022,706.67
OECDEUR,IMPORTS,TOTPRODS,GABON,AUG2022,34.901
OECDEUR,IMPORTS,TOTPRODS,GERMANY,AUG2022,2422.679
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,AUG2022,15.776
OECDEUR,IMPORTS,TOTPRODS,IRAN,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,IRAQ,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,IRELAND,AUG2022,50.747
OECDEUR,IMPORTS,TOTPRODS,ITALY,AUG2022,1359.817
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,AUG2022,516.151
OECDEUR,IMPORTS,TOTPRODS,LIBYA,AUG2022,50.29
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,AUG2022,127.13900000000001
OECDEUR,IMPORTS,TOTPRODS,MEXICO,AUG2022,53.244
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,AUG2022,3880.598
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,AUG2022,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,AUG2022,86.91099999999999
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,AUG2022,893.172
OECDEUR,IMPORTS,TOTPRODS,NORWAY,AUG2022,862.35
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,AUG2022,39.477000000000004
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,AUG2022,686.035
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,AUG2022,485.433
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,AUG2022,29.191
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,AUG2022,141.832
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,AUG2022,3124.755
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,AUG2022,2588.318
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,AUG2022,1030.223
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,AUG2022,224.868
OECDEUR,IMPORTS,TOTPRODS,SPAIN,AUG2022,978.898
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,AUG2022,1133.307
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,AUG2022,29152.886
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,AUG2022,3.0
OECDEUR,IMPORTS,TOTPRODS,TURKEY,AUG2022,309.426
OECDEUR,IMPORTS,TOTPRODS,UAE,AUG2022,451.193
OECDEUR,IMPORTS,TOTPRODS,UK,AUG2022,821.212
OECDEUR,IMPORTS,TOTPRODS,USA,AUG2022,1736.9089999999999
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,AUG2022,43.977
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,AUG2023,701.7099999999999
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,AUG2023,0.001
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,AUG2023,10.213000000000001
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,AUG2023,3086.645
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,AUG2023,26.223
OECDEUR,IMPORTS,TOTPRODS,CHINA,AUG2023,95.785
OECDEUR,IMPORTS,TOTPRODS,CONGO,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,DENMARK,AUG2023,427.893
OECDEUR,IMPORTS,TOTPRODS,EGYPT,AUG2023,147.505
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,FRANCE,AUG2023,771.366
OECDEUR,IMPORTS,TOTPRODS,GABON,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,GERMANY,AUG2023,2487.504
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,AUG2023,35.872
OECDEUR,IMPORTS,TOTPRODS,IRAN,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,IRAQ,AUG2023,48.6
OECDEUR,IMPORTS,TOTPRODS,IRELAND,AUG2023,32.28
OECDEUR,IMPORTS,TOTPRODS,ITALY,AUG2023,1170.345
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,AUG2023,1196.054
OECDEUR,IMPORTS,TOTPRODS,LIBYA,AUG2023,43.962
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,AUG2023,59.31400000000001
OECDEUR,IMPORTS,TOTPRODS,MEXICO,AUG2023,60.598
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,AUG2023,4260.487
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,AUG2023,47.998
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,AUG2023,119.13799999999999
OECDEUR,IMPORTS,TOTPRODS,NORWAY,AUG2023,589.0300000000001
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,AUG2023,29.737000000000002
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,AUG2023,657.466
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,AUG2023,323.692
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,AUG2023,58.003
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,AUG2023,152.079
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,AUG2023,2221.648
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,AUG2023,2579.593
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,AUG2023,668.0
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,AUG2023,150.454
OECDEUR,IMPORTS,TOTPRODS,SPAIN,AUG2023,1054.943
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,AUG2023,960.042
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,AUG2023,28921.848
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,AUG2023,0.0
OECDEUR,IMPORTS,TOTPRODS,TURKEY,AUG2023,246.868
OECDEUR,IMPORTS,TOTPRODS,UAE,AUG2023,608.597
OECDEUR,IMPORTS,TOTPRODS,UK,AUG2023,1319.615
OECDEUR,IMPORTS,TOTPRODS,USA,AUG2023,2453.738
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,AUG2023,18.85
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,Y2D2022,5264.672
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,Y2D2022,74.24
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,Y2D2022,1.044
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,Y2D2022,415.39799999999997
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,Y2D2022,25407.616
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,Y2D2022,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,Y2D2022,325.422
OECDEUR,IMPORTS,TOTPRODS,CHINA,Y2D2022,942.01
OECDEUR,IMPORTS,TOTPRODS,CONGO,Y2D2022,10.981
OECDEUR,IMPORTS,TOTPRODS,DENMARK,Y2D2022,2616.731
OECDEUR,IMPORTS,TOTPRODS,EGYPT,Y2D2022,1457.063
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,Y2D2022,60.18
OECDEUR,IMPORTS,TOTPRODS,FRANCE,Y2D2022,5417.978
OECDEUR,IMPORTS,TOTPRODS,GABON,Y2D2022,202.52700000000002
OECDEUR,IMPORTS,TOTPRODS,GERMANY,Y2D2022,21207.149
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,Y2D2022,96.28399999999999
OECDEUR,IMPORTS,TOTPRODS,IRAN,Y2D2022,0.013
OECDEUR,IMPORTS,TOTPRODS,IRAQ,Y2D2022,0.0
OECDEUR,IMPORTS,TOTPRODS,IRELAND,Y2D2022,452.51599999999996
OECDEUR,IMPORTS,TOTPRODS,ITALY,Y2D2022,7870.374
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,Y2D2022,3159.679
OECDEUR,IMPORTS,TOTPRODS,LIBYA,Y2D2022,712.253
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,Y2D2022,700.5360000000001
OECDEUR,IMPORTS,TOTPRODS,MEXICO,Y2D2022,110.188
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,Y2D2022,29329.405
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,Y2D2022,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,Y2D2022,278.641
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,Y2D2022,7145.495
OECDEUR,IMPORTS,TOTPRODS,NORWAY,Y2D2022,3938.889
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,Y2D2022,561.694
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,Y2D2022,5139.852
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,Y2D2022,3166.4599999999996
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,Y2D2022,322.45300000000003
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,Y2D2022,1274.254
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,Y2D2022,30118.311999999998
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,Y2D2022,20501.908
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,Y2D2022,6419.075
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,Y2D2022,1729.0649999999998
OECDEUR,IMPORTS,TOTPRODS,SPAIN,Y2D2022,6499.113
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,Y2D2022,9057.379
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,Y2D2022,228693.747
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,Y2D2022,85.271
OECDEUR,IMPORTS,TOTPRODS,TURKEY,Y2D2022,1485.2820000000002
OECDEUR,IMPORTS,TOTPRODS,UAE,Y2D2022,4553.877
OECDEUR,IMPORTS,TOTPRODS,UK,Y2D2022,5360.5289999999995
OECDEUR,IMPORTS,TOTPRODS,USA,Y2D2022,14980.149
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,Y2D2022,241.79000000000002
OECDEUR,IMPORTS,TOTPRODS,ALGERIA,Y2D2023,5340.533
OECDEUR,IMPORTS,TOTPRODS,ANGOLA,Y2D2023,7.3
OECDEUR,IMPORTS,TOTPRODS,AUSTRALI,Y2D2023,55.148
OECDEUR,IMPORTS,TOTPRODS,BAHRAIN,Y2D2023,482.13599999999997
OECDEUR,IMPORTS,TOTPRODS,BELGIUM,Y2D2023,25646.301
OECDEUR,IMPORTS,TOTPRODS,BRUNEI,Y2D2023,0.0
OECDEUR,IMPORTS,TOTPRODS,CANADA,Y2D2023,209.132
OECDEUR,IMPORTS,TOTPRODS,CHINA,Y2D2023,2293.1459999999997
OECDEUR,IMPORTS,TOTPRODS,CONGO,Y2D2023,20.567
OECDEUR,IMPORTS,TOTPRODS,DENMARK,Y2D2023,3109.675
OECDEUR,IMPORTS,TOTPRODS,EGYPT,Y2D2023,1139.393
OECDEUR,IMPORTS,TOTPRODS,EQGUINEA,Y2D2023,20.0
OECDEUR,IMPORTS,TOTPRODS,FRANCE,Y2D2023,6813.695
OECDEUR,IMPORTS,TOTPRODS,GABON,Y2D2023,50.582
OECDEUR,IMPORTS,TOTPRODS,GERMANY,Y2D2023,18684.905
OECDEUR,IMPORTS,TOTPRODS,INDONESIA,Y2D2023,177.533
OECDEUR,IMPORTS,TOTPRODS,IRAN,Y2D2023,0.001
OECDEUR,IMPORTS,TOTPRODS,IRAQ,Y2D2023,345.439
OECDEUR,IMPORTS,TOTPRODS,IRELAND,Y2D2023,456.59000000000003
OECDEUR,IMPORTS,TOTPRODS,ITALY,Y2D2023,6425.414
OECDEUR,IMPORTS,TOTPRODS,KUWAIT,Y2D2023,6123.454
OECDEUR,IMPORTS,TOTPRODS,LIBYA,Y2D2023,697.596
OECDEUR,IMPORTS,TOTPRODS,MALAYSIA,Y2D2023,1205.909
OECDEUR,IMPORTS,TOTPRODS,MEXICO,Y2D2023,60.598
OECDEUR,IMPORTS,TOTPRODS,NETHLAND,Y2D2023,34959.87
OECDEUR,IMPORTS,TOTPRODS,NEUTRALZON,Y2D2023,0.0
OECDEUR,IMPORTS,TOTPRODS,NIGERIA,Y2D2023,132.394
OECDEUR,IMPORTS,TOTPRODS,NONSPEC,Y2D2023,1064.965
OECDEUR,IMPORTS,TOTPRODS,NORWAY,Y2D2023,4871.142
OECDEUR,IMPORTS,TOTPRODS,OTHERAFRIC,Y2D2023,271.389
OECDEUR,IMPORTS,TOTPRODS,OTHERASIA,Y2D2023,6383.101
OECDEUR,IMPORTS,TOTPRODS,OTHEREUROP,Y2D2023,2434.335
OECDEUR,IMPORTS,TOTPRODS,OTHERLATIN,Y2D2023,492.815
OECDEUR,IMPORTS,TOTPRODS,OTHERNEARM,Y2D2023,1848.154
OECDEUR,IMPORTS,TOTPRODS,OTHFUSSR,Y2D2023,15909.528999999999
OECDEUR,IMPORTS,TOTPRODS,OTHOECD,Y2D2023,22482.212
OECDEUR,IMPORTS,TOTPRODS,SAUDIARABI,Y2D2023,8491.269
OECDEUR,IMPORTS,TOTPRODS,SINGAPORE,Y2D2023,1284.746
OECDEUR,IMPORTS,TOTPRODS,SPAIN,Y2D2023,6856.138
OECDEUR,IMPORTS,TOTPRODS,SWEDEN,Y2D2023,8192.676
OECDEUR,IMPORTS,TOTPRODS,TOTIMPST,Y2D2023,231352.109
OECDEUR,IMPORTS,TOTPRODS,TRINIDAD,Y2D2023,4.0
OECDEUR,IMPORTS,TOTPRODS,TURKEY,Y2D2023,2029.87
OECDEUR,IMPORTS,TOTPRODS,UAE,Y2D2023,5994.589
OECDEUR,IMPORTS,TOTPRODS,UK,Y2D2023,9939.206
OECDEUR,IMPORTS,TOTPRODS,USA,Y2D2023,18171.371
OECDEUR,IMPORTS,TOTPRODS,VENEZUELA,Y2D2023,173.291
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,2021,28083.075
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,2022,31884.971
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,2Q2023,10529.47
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,AUG2022,2814.4939999999997
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,AUG2023,3333.771
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,Y2D2022,20977.928
OECDEUR,IMPORTS,TOTPRODS,TOTOPEC,Y2D2023,27397.015
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,2021,219036.886
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,2022,237111.243
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,2Q2023,65466.66
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,AUG2022,20258.579999999998
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,AUG2023,21527.171000000002
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,Y2D2022,154561.672
OECDEUR,IMPORTS,TOTPRODS,TOTOECD,Y2D2023,168963.943
TOTOECD,IMPORTS,TOTPRODS,ALGERIA,2021,11331.992
TOTOECD,IMPORTS,TOTPRODS,ANGOLA,2021,210.3
TOTOECD,IMPORTS,TOTPRODS,AUSTRALI,2021,1616.3329999999999
TOTOECD,IMPORTS,TOTPRODS,BAHRAIN,2021,2002.377
